"sample","bottom","mid","top","total"
"6902.d.43","7","10","5","22"
"6902.d.44","8","12","8","28"
"6902.d.45","15","26","16","57"
"6902.d.46","21","35","19","75"
"6902.d.47","19","34","23","76"
"6902.d.48","16","38","27","81"
"6902.d.49","14","35","21","70"
"6902.d.50","12","23","13","48"
"6902.d.51","13","25","14","52"
"6902.d.52","12","24","15","51"
"6902.d.53","11","20","8","39"
"6902.d.54","14","23","13","50"
"6902.d.55","16","26","17","59"
"6902.d.56","13","24","14","51"
"6902.d.57","14","29","19","62"
"6902.d.58","15","33","23","71"
"6902.d.59","13","31","22","66"
"6902.d.60","11","30","20","61"
"6905.d.2","0","68","68","136"
"6905.d.3","0","73","73","146"
"6905.d.4","0","112","112","224"
"6905.d.5","0","170","170","340"
"6905.d.6","0","175","176","351"
"6905.d.7","0","166","166","332"
"6905.d.8","0","181","181","362"
"6905.d.9","0","191","191","382"
"6905.d.10","2","190","191","383"
"6905.d.11","2","155","157","314"
"6905.d.12","0","164","163","327"
"6905.d.13","0","229","228","457"
"6905.d.14","0","280","281","561"
"6905.d.15","0","282","282","564"
"6905.d.16","0","298","298","596"
"6905.d.17","0","264","265","529"
"6905.d.18","0","239","238","477"
"6905.d.19","0","277","277","554"
"6905.d.20","1","252","253","506"
"6905.d.21","2","246","246","494"
"6905.d.22","1","289","287","577"
"6905.d.23","0","292","291","583"
"6905.d.24","0","301","301","602"
"6905.d.25","0","328","329","657"
"6905.d.26","2","279","278","559"
"6905.d.27","2","254","254","510"
"6905.d.28","0","248","248","496"
"6905.d.29","2","155","153","310"
"6905.d.30","2","192","190","384"
"6905.d.31","0","258","258","516"
"6905.d.32","0","217","216","433"
"6905.d.33","0","236","236","472"
"6905.d.34","1","249","249","499"
"6905.d.35","1","216","216","433"
"6905.d.36","0","193","192","385"
"6905.d.37","0","262","262","524"
"6905.d.38","0","320","320","640"
"6905.d.39","1","244","244","489"
"6905.d.40","1","264","264","529"
"6905.d.41","0","306","305","611"
"6905.d.42","0","230","230","460"
"6905.d.43","2","124","124","250"
"6905.d.44","3","52","51","106"
"6905.d.45","1","98","96","195"
"6905.d.46","0","207","207","414"
"6905.d.47","0","254","254","508"
"6905.d.48","0","235","235","470"
"6905.d.49","0","242","243","485"
"6905.d.50","0","243","243","486"
"6905.d.51","1","174","174","349"
"6905.d.52","1","151","150","302"
"6905.d.53","0","161","160","321"
"6905.d.54","0","170","170","340"
"6905.d.55","0","176","176","352"
"6905.d.56","0","169","169","338"
"6905.d.57","0","210","210","420"
"6905.d.58","0","197","196","393"
"6905.d.59","0","176","176","352"
"6905.d.60","0","130","131","261"
"6907.d.2","1","36","35","72"
"6907.d.3","4","51","48","103"
"6907.d.4","4","47","44","95"
"6907.d.5","3","35","36","74"
"6907.d.6","6","14","14","34"
"6907.d.7","6","16","15","37"
"6907.d.8","5","18","20","43"
"6907.d.9","5","20","20","45"
"6907.d.10","7","27","25","59"
"6907.d.11","8","32","30","70"
"6907.d.12","5","20","18","43"
"6907.d.13","4","20","18","42"
"6907.d.14","6","24","20","50"
"6907.d.15","9","25","18","52"
"6907.d.16","8","21","17","46"
"6907.d.17","6","22","17","45"
"6907.d.18","8","25","19","52"
"6907.d.19","9","25","19","53"
"6907.d.20","9","28","22","59"
"6907.d.21","7","25","22","54"
"6907.d.22","5","16","15","36"
"6907.d.23","6","15","12","33"
"6907.d.24","8","17","11","36"
"6907.d.25","9","20","13","42"
"6907.d.26","8","22","19","49"
"6907.d.27","7","19","16","42"
"6907.d.28","7","15","12","34"
"6907.d.29","6","14","10","30"
"6907.d.30","4","16","14","34"
"6907.d.31","7","27","25","59"
"6907.d.32","11","33","30","74"
"6907.d.33","10","29","28","67"
"6907.d.34","8","20","17","45"
"6907.d.35","8","15","10","33"
"6907.d.36","8","18","13","39"
"6907.d.37","7","20","18","45"
"6907.d.38","6","20","21","47"
"6907.d.39","5","18","16","39"
"6907.d.40","4","17","15","36"
"6907.d.41","6","23","22","51"
"6907.d.42","9","33","30","72"
"6907.d.43","9","30","23","62"
"6907.d.44","7","17","10","34"
"6907.d.45","5","24","19","48"
"6907.d.46","8","30","25","63"
"6907.d.47","11","23","16","50"
"6907.d.48","7","16","14","37"
"6907.d.49","6","27","25","58"
"6907.d.50","6","25","22","53"
"6907.d.51","5","11","12","28"
"6907.d.52","8","23","21","52"
"6907.d.53","8","25","20","53"
"6907.d.54","5","16","12","33"
"6907.d.55","4","16","13","33"
"6907.d.56","5","14","13","32"
"6907.d.57","7","22","18","47"
"6907.d.58","6","24","21","51"
"6907.d.59","4","14","14","32"
"6907.d.60","6","15","13","34"
"6918.d.2","5","11","10","26"
"6918.d.3","8","19","16","43"
"6918.d.4","8","15","8","31"
"6918.d.5","5","7","5","17"
"6918.d.6","3","6","5","14"
"6918.d.7","5","8","5","18"
"6918.d.8","6","14","12","32"
"6918.d.9","5","14","11","30"
"6918.d.10","11","17","7","35"
"6918.d.11","12","19","9","40"
"6918.d.12","8","12","5","25"
"6918.d.13","10","15","6","31"
"6918.d.14","8","18","14","40"
"6918.d.15","6","15","13","34"
"6918.d.16","5","16","13","34"
"6918.d.17","8","19","13","40"
"6918.d.18","10","16","7","33"
"6918.d.19","8","14","6","28"
"6918.d.20","8","12","6","26"
"6918.d.21","6","14","12","32"
"6918.d.22","5","14","13","32"
"6918.d.23","4","7","7","18"
"6918.d.24","8","14","9","31"
"6918.d.25","11","22","12","45"
"6918.d.26","11","21","13","45"
"6918.d.27","10","18","10","38"
"6918.d.28","8","19","12","39"
"6918.d.29","6","16","12","34"
"6918.d.30","6","9","7","22"
"6918.d.31","6","12","10","28"
"6918.d.32","11","30","24","65"
"6918.d.33","12","33","26","71"
"6918.d.34","8","20","16","44"
"6918.d.35","8","21","16","45"
"6918.d.36","7","17","12","36"
"6918.d.37","8","12","12","32"
"6918.d.38","11","28","25","64"
"6918.d.39","11","43","34","88"
"6918.d.40","13","67","60","140"
"6918.d.41","14","68","61","143"
"6918.d.42","17","38","26","81"
"6918.d.43","15","36","26","77"
"6918.d.44","15","33","29","77"
"6918.d.45","16","33","25","74"
"6918.d.46","14","35","23","72"
"6918.d.47","13","38","30","81"
"6918.d.48","13","37","30","80"
"6918.d.49","15","31","24","70"
"6918.d.50","13","32","26","71"
"6918.d.51","9","34","28","71"
"6918.d.52","13","33","22","68"
"6918.d.53","17","26","11","54"
"6918.d.54","16","29","18","63"
"6918.d.55","13","28","19","60"
"6918.d.56","10","24","16","50"
"6918.d.57","10","20","14","44"
"6918.d.58","13","23","20","56"
"6918.d.59","14","27","24","65"
"6918.d.60","13","21","16","50"
"6921.d.2","0","44","45","89"
"6921.d.3","0","45","45","90"
"6921.d.4","0","50","51","101"
"6921.d.5","0","65","65","130"
"6921.d.6","0","73","73","146"
"6921.d.7","0","67","67","134"
"6921.d.8","0","64","65","129"
"6921.d.9","0","71","71","142"
"6921.d.10","0","72","72","144"
"6921.d.11","0","65","66","131"
"6921.d.12","0","73","72","145"
"6921.d.13","0","87","88","175"
"6921.d.14","0","83","84","167"
"6921.d.15","0","69","68","137"
"6921.d.16","0","71","71","142"
"6921.d.17","0","76","77","153"
"6921.d.18","0","75","76","151"
"6921.d.19","1","71","70","142"
"6921.d.20","1","66","65","132"
"6921.d.21","0","72","72","144"
"6921.d.22","0","74","75","149"
"6921.d.23","0","74","74","148"
"6921.d.24","0","72","73","145"
"6921.d.25","0","69","70","139"
"6921.d.26","0","79","78","157"
"6921.d.27","0","82","81","163"
"6921.d.28","0","78","79","157"
"6921.d.29","0","83","82","165"
"6921.d.30","0","88","88","176"
"6921.d.31","0","92","93","185"
"6921.d.32","0","87","87","174"
"6921.d.33","0","75","74","149"
"6921.d.34","0","77","77","154"
"6921.d.35","0","80","79","159"
"6921.d.36","0","85","84","169"
"6921.d.37","0","88","89","177"
"6921.d.38","0","78","79","157"
"6921.d.39","0","67","67","134"
"6921.d.40","0","67","67","134"
"6921.d.41","0","78","78","156"
"6921.d.42","0","81","81","162"
"6921.d.43","0","81","81","162"
"6921.d.44","0","80","80","160"
"6921.d.45","0","72","72","144"
"6921.d.46","0","79","80","159"
"6921.d.47","1","79","80","160"
"6921.d.48","1","63","64","128"
"6921.d.49","0","74","73","147"
"6921.d.50","0","79","79","158"
"6921.d.51","0","72","71","143"
"6921.d.52","1","73","73","147"
"6921.d.53","1","86","85","172"
"6921.d.54","0","88","88","176"
"6921.d.55","0","64","63","127"
"6921.d.56","1","56","55","112"
"6921.d.57","1","71","72","144"
"6921.d.58","0","92","92","184"
"6921.d.59","0","88","88","176"
"6921.d.60","0","55","55","110"
"6922.d.2","11","17","6","34"
"6922.d.3","17","26","11","54"
"6922.d.4","10","16","10","36"
"6922.d.5","8","14","9","31"
"6922.d.6","10","12","6","28"
"6922.d.7","9","10","4","23"
"6922.d.8","11","14","5","30"
"6922.d.9","15","17","7","39"
"6922.d.10","14","21","10","45"
"6922.d.11","11","18","12","41"
"6922.d.12","13","15","9","37"
"6922.d.13","13","16","7","36"
"6922.d.14","13","15","8","36"
"6922.d.15","15","15","6","36"
"6922.d.16","10","11","5","26"
"6922.d.17","4","11","6","21"
"6922.d.18","6","10","4","20"
"6922.d.19","8","9","2","19"
"6922.d.20","6","9","3","18"
"6922.d.21","5","9","3","17"
"6922.d.22","7","8","2","17"
"6922.d.23","8","14","9","31"
"6922.d.24","12","20","13","45"
"6922.d.25","10","13","7","30"
"6922.d.26","9","10","4","23"
"6922.d.27","9","13","4","26"
"6922.d.28","12","14","5","31"
"6922.d.29","12","15","9","36"
"6922.d.30","13","16","7","36"
"6922.d.31","12","14","3","29"
"6922.d.32","9","12","4","25"
"6922.d.33","7","9","3","19"
"6922.d.34","9","10","3","22"
"6922.d.35","12","15","7","34"
"6922.d.36","11","14","10","35"
"6922.d.37","7","12","10","29"
"6922.d.38","9","14","11","34"
"6922.d.39","8","11","11","30"
"6922.d.40","6","9","10","25"
"6922.d.41","10","13","10","33"
"6922.d.42","10","18","11","39"
"6922.d.43","9","16","8","33"
"6922.d.44","9","14","7","30"
"6922.d.45","7","14","8","29"
"6922.d.46","8","13","7","28"
"6922.d.47","7","12","7","26"
"6922.d.48","8","11","5","24"
"6922.d.49","6","8","3","17"
"6922.d.50","6","9","5","20"
"6922.d.51","7","8","6","21"
"6922.d.52","6","9","5","20"
"6922.d.53","8","12","9","29"
"6922.d.54","8","10","9","27"
"6922.d.55","7","8","6","21"
"6922.d.56","8","15","9","32"
"6922.d.57","10","19","11","40"
"6922.d.58","10","16","11","37"
"6922.d.59","14","22","15","51"
"6922.d.60","11","22","16","49"
"6924.d.2","3","22","18","43"
"6924.d.3","2","30","29","61"
"6924.d.4","5","31","27","63"
"6924.d.5","8","31","23","62"
"6924.d.6","9","27","19","55"
"6924.d.7","7","29","25","61"
"6924.d.8","9","35","27","71"
"6924.d.9","12","39","28","79"
"6924.d.10","9","46","41","96"
"6924.d.11","8","50","43","101"
"6924.d.12","11","48","40","99"
"6924.d.13","12","43","35","90"
"6924.d.14","11","29","21","61"
"6924.d.15","10","26","18","54"
"6924.d.16","12","34","25","71"
"6924.d.17","12","38","30","80"
"6924.d.18","11","34","27","72"
"6924.d.19","11","30","26","67"
"6924.d.20","8","29","26","63"
"6924.d.21","7","27","22","56"
"6924.d.22","8","30","25","63"
"6924.d.23","9","33","27","69"
"6924.d.24","11","32","26","69"
"6924.d.25","10","32","25","67"
"6924.d.26","7","30","24","61"
"6924.d.27","7","30","23","60"
"6924.d.28","7","32","26","65"
"6924.d.29","10","33","26","69"
"6924.d.30","14","33","22","69"
"6924.d.31","12","29","18","59"
"6924.d.32","10","22","14","46"
"6924.d.33","9","24","17","50"
"6924.d.34","10","28","21","59"
"6924.d.35","11","31","23","65"
"6924.d.36","8","34","28","70"
"6924.d.37","6","31","28","65"
"6924.d.38","8","34","29","71"
"6924.d.39","7","34","30","71"
"6924.d.40","7","36","32","75"
"6924.d.41","10","36","31","77"
"6924.d.42","7","31","27","65"
"6924.d.43","6","28","24","58"
"6924.d.44","8","27","22","57"
"6924.d.45","7","33","27","67"
"6924.d.46","8","35","30","73"
"6924.d.47","10","35","29","74"
"6924.d.48","9","36","29","74"
"6924.d.49","10","29","22","61"
"6924.d.50","10","33","25","68"
"6924.d.51","9","40","32","81"
"6924.d.52","10","40","32","82"
"6924.d.53","12","34","26","72"
"6924.d.54","10","31","26","67"
"6924.d.55","7","35","29","71"
"6924.d.56","8","32","25","65"
"6924.d.57","10","29","21","60"
"6924.d.58","10","29","20","59"
"6924.d.59","8","26","21","55"
"6924.d.60","6","18","16","40"
"6927.d.2","11","32","28","71"
"6927.d.3","10","52","47","109"
"6927.d.4","10","45","37","92"
"6927.d.5","12","37","31","80"
"6927.d.6","11","37","29","77"
"6927.d.7","14","46","32","92"
"6927.d.8","17","52","43","112"
"6927.d.9","17","58","51","126"
"6927.d.10","19","60","47","126"
"6927.d.11","20","50","33","103"
"6927.d.12","17","45","32","94"
"6927.d.13","18","50","39","107"
"6927.d.14","15","51","42","108"
"6927.d.15","12","53","46","111"
"6927.d.16","12","45","38","95"
"6927.d.17","12","36","26","74"
"6927.d.18","15","44","31","90"
"6927.d.19","13","52","42","107"
"6927.d.20","12","53","44","109"
"6927.d.21","14","55","46","115"
"6927.d.22","17","59","47","123"
"6927.d.23","15","55","44","114"
"6927.d.24","17","59","50","126"
"6927.d.25","21","59","46","126"
"6927.d.26","17","41","30","88"
"6927.d.27","16","43","34","93"
"6927.d.28","15","41","32","88"
"6927.d.29","12","32","23","67"
"6927.d.30","11","35","24","70"
"6927.d.31","9","36","26","71"
"6927.d.32","11","36","26","73"
"6927.d.33","11","37","30","78"
"6927.d.34","7","35","32","74"
"6927.d.35","10","35","26","71"
"6927.d.36","15","35","22","72"
"6927.d.37","15","41","28","84"
"6927.d.38","15","46","32","93"
"6927.d.39","17","41","29","87"
"6927.d.40","15","41","29","85"
"6927.d.41","16","46","33","95"
"6927.d.42","15","50","38","103"
"6927.d.43","11","39","29","79"
"6927.d.44","11","32","23","66"
"6927.d.45","15","39","26","80"
"6927.d.46","19","52","33","104"
"6927.d.47","16","48","34","98"
"6927.d.48","13","36","27","76"
"6927.d.49","12","40","33","85"
"6927.d.50","11","40","34","85"
"6927.d.51","11","36","28","75"
"6927.d.52","15","39","25","79"
"6927.d.53","19","42","25","86"
"6927.d.54","16","45","30","91"
"6927.d.55","16","42","27","85"
"6927.d.56","14","42","30","86"
"6927.d.57","12","44","38","94"
"6927.d.58","16","44","36","96"
"6927.d.59","19","41","32","92"
"6927.d.60","15","41","33","89"
"6933.d.2","11","17","7","35"
"6933.d.3","11","17","7","35"
"6933.d.4","11","15","5","31"
"6933.d.5","14","17","4","35"
"6933.d.6","10","11","1","22"
"6933.d.7","10","11","1","22"
"6933.d.8","12","14","4","30"
"6933.d.9","11","15","8","34"
"6933.d.10","11","15","8","34"
"6933.d.11","9","13","7","29"
"6933.d.12","10","16","7","33"
"6933.d.13","11","15","5","31"
"6933.d.14","11","13","5","29"
"6933.d.15","12","16","7","35"
"6933.d.16","11","15","7","33"
"6933.d.17","13","14","5","32"
"6933.d.18","12","13","4","29"
"6933.d.19","9","12","6","27"
"6933.d.20","9","12","6","27"
"6933.d.21","7","8","4","19"
"6933.d.22","9","9","4","22"
"6933.d.23","16","15","3","34"
"6933.d.24","17","17","3","37"
"6933.d.25","14","17","8","39"
"6933.d.26","13","16","7","36"
"6933.d.27","13","14","4","31"
"6933.d.28","13","14","5","32"
"6933.d.29","10","13","4","27"
"6933.d.30","9","13","3","25"
"6933.d.31","10","15","4","29"
"6933.d.32","15","20","5","40"
"6933.d.33","16","21","5","42"
"6933.d.34","15","19","5","39"
"6933.d.35","18","19","3","40"
"6933.d.36","19","21","3","43"
"6933.d.37","17","19","3","39"
"6933.d.38","18","20","4","42"
"6933.d.39","20","22","5","47"
"6933.d.40","19","20","5","44"
"6933.d.41","21","23","6","50"
"6933.d.42","18","23","6","47"
"6933.d.43","12","15","4","31"
"6933.d.44","11","16","8","35"
"6933.d.45","14","21","9","44"
"6933.d.46","12","16","4","32"
"6933.d.47","15","17","3","35"
"6933.d.48","17","20","3","40"
"6933.d.49","19","25","8","52"
"6933.d.50","21","26","8","55"
"6933.d.51","15","16","5","36"
"6933.d.52","19","19","3","41"
"6933.d.53","29","30","3","62"
"6933.d.54","28","29","5","62"
"6933.d.55","21","25","6","52"
"6933.d.56","18","22","5","45"
"6933.d.57","18","21","6","45"
"6933.d.58","21","24","7","52"
"6933.d.59","23","25","5","53"
"6933.d.60","23","25","6","54"
"6934.d.2","8","18","9","35"
"6934.d.3","16","37","23","76"
"6934.d.4","17","35","22","74"
"6934.d.5","15","23","12","50"
"6934.d.6","15","24","11","50"
"6934.d.7","16","26","14","56"
"6934.d.8","19","42","29","90"
"6934.d.9","18","49","36","103"
"6934.d.10","19","41","29","89"
"6934.d.11","22","47","32","101"
"6934.d.12","23","44","26","93"
"6934.d.13","23","39","21","83"
"6934.d.14","19","34","26","79"
"6934.d.15","15","33","30","78"
"6934.d.16","15","33","25","73"
"6934.d.17","17","28","15","60"
"6934.d.18","18","31","18","67"
"6934.d.19","17","35","23","75"
"6934.d.20","17","34","21","72"
"6934.d.21","19","46","35","100"
"6934.d.22","20","63","58","141"
"6934.d.23","19","58","55","132"
"6934.d.24","20","40","30","90"
"6934.d.25","18","27","15","60"
"6934.d.26","16","23","12","51"
"6934.d.27","16","31","20","67"
"6934.d.28","15","37","29","81"
"6934.d.29","15","27","20","62"
"6934.d.30","14","21","13","48"
"6934.d.31","13","22","14","49"
"6934.d.32","16","24","13","53"
"6934.d.33","17","23","10","50"
"6934.d.34","14","23","13","50"
"6934.d.35","16","25","11","52"
"6934.d.36","17","36","22","75"
"6934.d.37","19","46","33","98"
"6934.d.38","22","44","31","97"
"6934.d.39","19","39","27","85"
"6934.d.40","20","34","20","74"
"6934.d.41","20","36","23","79"
"6934.d.42","15","26","18","59"
"6934.d.43","12","22","15","49"
"6934.d.44","11","24","17","52"
"6934.d.45","15","27","14","56"
"6934.d.46","24","34","13","71"
"6934.d.47","22","32","16","70"
"6934.d.48","19","28","15","62"
"6934.d.49","20","37","21","78"
"6934.d.50","20","37","19","76"
"6934.d.51","18","28","14","60"
"6934.d.52","14","22","12","48"
"6934.d.53","18","23","6","47"
"6934.d.54","24","31","11","66"
"6934.d.55","25","34","12","71"
"6934.d.56","19","29","15","63"
"6934.d.57","15","30","24","69"
"6934.d.58","19","37","26","82"
"6934.d.59","20","36","19","75"
"6934.d.60","16","34","22","72"
"6938.d.2","0","23","23","46"
"6938.d.3","0","24","24","48"
"6938.d.4","0","28","28","56"
"6938.d.5","0","33","34","67"
"6938.d.6","1","49","49","99"
"6938.d.7","1","48","46","95"
"6938.d.8","0","33","33","66"
"6938.d.9","0","39","39","78"
"6938.d.10","0","42","43","85"
"6938.d.11","0","39","40","79"
"6938.d.12","1","41","40","82"
"6938.d.13","1","35","35","71"
"6938.d.14","0","31","31","62"
"6938.d.15","0","36","37","73"
"6938.d.16","0","40","39","79"
"6938.d.17","0","38","38","76"
"6938.d.18","0","40","40","80"
"6938.d.19","0","46","46","92"
"6938.d.20","0","45","45","90"
"6938.d.21","1","49","47","97"
"6938.d.22","1","47","46","94"
"6938.d.23","0","39","40","79"
"6938.d.24","0","43","43","86"
"6938.d.25","0","47","47","94"
"6938.d.26","0","46","46","92"
"6938.d.27","0","42","41","83"
"6938.d.28","0","41","41","82"
"6938.d.29","0","40","39","79"
"6938.d.30","0","38","38","76"
"6938.d.31","0","36","37","73"
"6938.d.32","0","40","39","79"
"6938.d.33","0","43","42","85"
"6938.d.34","0","36","37","73"
"6938.d.35","0","31","32","63"
"6938.d.36","0","30","29","59"
"6938.d.37","2","29","28","59"
"6938.d.38","2","31","30","63"
"6938.d.39","0","31","30","61"
"6938.d.40","0","31","30","61"
"6938.d.41","0","31","32","63"
"6938.d.42","1","24","24","49"
"6938.d.43","2","13","12","27"
"6938.d.44","1","16","16","33"
"6938.d.45","1","22","21","44"
"6938.d.46","3","11","9","23"
"6938.d.47","8","13","8","29"
"6938.d.48","8","18","14","40"
"6938.d.49","3","12","9","24"
"6938.d.50","2","7","6","15"
"6938.d.51","3","8","6","17"
"6938.d.52","3","5","3","11"
"6938.d.53","3","4","1","8"
"6938.d.54","5","10","7","22"
"6938.d.55","5","12","8","25"
"6938.d.56","5","8","5","18"
"6938.d.57","4","8","6","18"
"6938.d.58","3","10","8","21"
"6938.d.59","3","8","7","18"
"6938.d.60","4","6","4","14"
"6943.d.2","3","5","3","11"
"6943.d.3","7","11","6","24"
"6943.d.4","10","15","6","31"
"6943.d.5","8","12","6","26"
"6943.d.6","3","6","3","12"
"6943.d.7","2","3","2","7"
"6943.d.8","4","6","5","15"
"6943.d.9","6","8","6","20"
"6943.d.10","6","8","4","18"
"6943.d.11","10","14","5","29"
"6943.d.12","15","20","9","44"
"6943.d.13","12","15","7","34"
"6943.d.14","8","11","5","24"
"6943.d.15","7","9","5","21"
"6943.d.16","8","8","7","23"
"6943.d.17","8","10","9","27"
"6943.d.18","8","13","8","29"
"6943.d.19","9","15","11","35"
"6943.d.20","8","13","10","31"
"6943.d.21","10","13","7","30"
"6943.d.22","9","13","7","29"
"6943.d.23","8","15","9","32"
"6943.d.24","12","18","9","39"
"6943.d.25","17","23","9","49"
"6943.d.26","17","21","9","47"
"6943.d.27","12","14","7","33"
"6943.d.28","14","16","8","38"
"6943.d.29","12","15","8","35"
"6943.d.30","8","10","7","25"
"6943.d.31","9","11","8","28"
"6943.d.32","11","12","7","30"
"6943.d.33","11","15","7","33"
"6943.d.34","10","15","7","32"
"6943.d.35","9","14","7","30"
"6943.d.36","11","16","9","36"
"6943.d.37","12","17","9","38"
"6943.d.38","10","14","8","32"
"6943.d.39","10","15","7","32"
"6943.d.40","11","15","7","33"
"6943.d.41","12","17","9","38"
"6943.d.42","15","21","9","45"
"6943.d.43","12","17","7","36"
"6943.d.44","8","12","5","25"
"6943.d.45","13","15","4","32"
"6943.d.46","16","20","8","44"
"6943.d.47","15","20","10","45"
"6943.d.48","13","20","10","43"
"6943.d.49","9","17","10","36"
"6943.d.50","6","12","7","25"
"6943.d.51","5","9","6","20"
"6943.d.52","10","13","5","28"
"6943.d.53","17","23","6","46"
"6943.d.54","19","26","7","52"
"6943.d.55","14","16","6","36"
