"tagname","week","bottom_mean","middle_mean","top_mean","activity","weekFac"
6984,13,0.0127456924586333,0.411109338243066,0.576144969298301,"high","13"
6984,14,0,0.341639583558091,0.658360416441909,"high","14"
6984,15,0.0145756396547353,0.24322643942985,0.742197920915415,"high","15"
6984,16,0.00295216782600069,0.42533705202121,0.57171078015279,"high","16"
6984,17,0,0.506260403690761,0.493739596309239,"high","17"
6984,18,0.0119762327340073,0.364589419377597,0.623434347888395,"high","18"
6986,10,0.49217532216992,0.0373408442009414,0.470483833629138,"medium","10"
6986,11,0.623410095576158,0.025372328111737,0.351217576312105,"medium","11"
6986,12,0.609502496885783,0.0869820202176093,0.303515482896608,"medium","12"
6986,13,0.703766825041615,0.277768346323019,0.0184648286353665,"medium","13"
6986,14,0.732743928654107,0.255811184725453,0.0114448866204403,"medium","14"
6986,15,0.674690507424515,0.312510885981061,0.0127986065944242,"medium","15"
6986,16,0.596759009182807,0.366293695501196,0.0369472953159967,"medium","16"
6986,17,0.64083427954097,0.297293662429861,0.0618720580291688,"medium","17"
6986,18,0.650230948155171,0.328647492641628,0.0211215592032013,"medium","18"
6988,10,0.734377652596651,0.0326954240296319,0.232926923373717,"low","10"
6988,11,0.945491825868398,0.0228412686164056,0.0316669055151963,"low","11"
6988,12,0.930453187525493,0.0273984985613969,0.0421483139131106,"low","12"
6988,13,0.936663984213949,0.0321100614024451,0.0312259543836054,"low","13"
6988,14,0.942883599925038,0.0438944803942103,0.0132219196807514,"low","14"
6988,15,0.929203091067433,0.0502926813135935,0.0205042276189741,"low","15"
6988,16,0.863181682889994,0.0805264956511195,0.0562918214588868,"low","16"
6988,17,0.925898162336159,0.0377211645519385,0.0363806731119024,"low","17"
6988,18,0.922022201889476,0.0208173029224036,0.0571604951881208,"low","18"
6989,10,0.246269002237827,0.316799135735782,0.436931862026391,"medium","10"
6989,11,0.52362285449715,0.299247075942809,0.177130069560041,"medium","11"
6989,12,0.474855864098861,0.284638364953204,0.240505770947935,"medium","12"
6989,13,0.52693219273974,0.205578031814624,0.267489775445636,"medium","13"
6989,14,0.520968328684973,0.145273555058261,0.333758116256766,"medium","14"
6989,15,0.490921918578373,0.193233604885739,0.315844476535888,"medium","15"
6989,16,0.465029268131359,0.191196410657789,0.343774321210852,"medium","16"
6989,17,0.467051029069704,0.211354491638464,0.321594479291832,"medium","17"
6989,18,0.521290223011035,0.147079249942125,0.33163052704684,"medium","18"
6992,10,0.481526352342001,0.406242765645497,0.112230882012501,"high","10"
6992,11,0.839308588625665,0.131606274734602,0.0290851366397319,"high","11"
6992,12,0.568626326987312,0.409703129650657,0.0216705433620319,"high","12"
6992,13,0.636962728605602,0.34375447840993,0.0192827929844675,"high","13"
6992,14,0.6140531125638,0.364518867196543,0.0214280202396569,"high","14"
6992,15,0.469271218017263,0.515965738097075,0.0147630438856614,"high","15"
6992,16,0.588634484583246,0.380179246634992,0.0311862687817623,"high","16"
6992,17,0.40855665670852,0.567867891040975,0.0235754522505043,"high","17"
6992,18,0.565738097075392,0.407416798033358,0.0268451048912504,"high","18"
6996,10,0.349795508912725,0.572837410294004,0.077367080793271,"low","10"
6996,11,0.309360290145845,0.396472390947273,0.294167318906882,"low","11"
6996,12,0.393597389569301,0.224867439066066,0.381535171364633,"low","12"
6996,13,0.44054325179412,0.300331815726522,0.259124932479358,"low","13"
6996,14,0.362364820918722,0.349453771785742,0.288181407295536,"low","14"
6996,15,0.427566059991401,0.396031439815683,0.176402500192916,"low","15"
6996,16,0.427669683507325,0.382048879432937,0.190281437059738,"low","16"
6996,17,0.51718937748724,0.361582132660148,0.121228489852612,"low","17"
6996,18,0.42106864506741,0.28262762779315,0.29630372713944,"low","18"
6997,10,0.39790878925843,0.30260822594336,0.29948298479821,"low","10"
6997,11,0.232767078588515,0.469994377873072,0.297238543538412,"low","11"
6997,12,0.081997067674975,0.711990563645784,0.206012368679241,"low","12"
6997,13,0.181041306097252,0.609511315908414,0.209447377994334,"low","13"
6997,14,0.0817699778422056,0.685912713723501,0.232317308434293,"low","14"
6997,15,0.0547617210322666,0.655941265309272,0.289297013658461,"low","15"
6997,16,0.103037050918832,0.29457960821492,0.602383340866248,"low","16"
6997,17,0.242143904401795,0.408327362120093,0.349528733478112,"low","17"
6997,18,0.104355494802289,0.473665296043566,0.421979209154146,"low","18"
7000,10,0.550582606682614,0.399197468940504,0.0502199243768809,"medium","10"
7000,11,0.468766328971592,0.361855522361734,0.169378148666674,"medium","11"
7000,12,0.562761676937153,0.389613396095378,0.0476249269674689,"medium","12"
7000,13,0.392971238962442,0.341260899760784,0.265767861276774,"medium","13"
7000,14,0.345436706976949,0.298713525073584,0.355849767949467,"medium","14"
7000,15,0.354681247450751,0.379242225480361,0.266076527068888,"medium","15"
7000,16,0.568923969001135,0.379974204358802,0.0511018266400627,"medium","16"
7000,17,0.532351482146991,0.32539106853483,0.142257449318179,"medium","17"
7000,18,0.412862544508505,0.373911126299428,0.213226329192067,"medium","18"
9001,10,0.461841191449957,0.0896596959641947,0.448499112585848,"medium","10"
9001,11,0.543842668636248,0.156868365063442,0.29928896630031,"medium","11"
